Customer ID,First Name,Last Name,Gender,Date of Birth,Contact Number,Email ID,Address,City,State,Postal Code,Country,Transaction ID,Transaction Date,Product,Purchase Amount,Payment Method,Order Status,Account Balance,Credit Score,Loan Amount,Interest Rate,Interaction Date,Interaction Type,Interaction Subject,Notes,Website Visits,Time Spent,Social Media Platform,Post/Comment Date,Sentiment,Engagement Metrics,Survey ID,Survey Responses,Feedback Date,Ratings,Feedback Comments,Frequency of Purchase,Recurring Purchases,Seasonal Patterns,Customer Segment,Segment Preferences,Segment Behavior,Churn Status,Churn Date,Social Media Handle
12b2c5db-4ad4-4a46-b56a-d112699b0fdc,Pari,Sastry,Male,1984-07-18,4112020741,pari.sastry@icloud.com,"38/92
Dave Circle, Bhiwandi 960062",Dehri,Uttar Pradesh,134491,India,47237091-2936-4634-b0b7-ae67946849eb,2023-10-06 07:18:28,Savings Account,28429.07,Cheque,Cancelled,49170.38,743,55400.72,7.62,2023-11-17 14:33:41,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,25,30,Twitter,2023-11-05 10:20:20,Positive,29,db252781-a8a6-442c-9e4e-955648f342e2,Helpful: Repellendus quis incidunt deleniti ad similique.,2023-11-01 09:39:26,5,Great: Nobis praesentium ipsam reprehenderit non cum vel.,Low,Yes,Fall,Segment C,Excellent: Amet et cupiditate explicabo.,Helpful: Reprehenderit earum qui voluptates.,Active,,pari_sastry_10
40ff5d2f-19de-48cd-a239-3d19c2991a1a,Navya,Dani,Male,1966-02-01,2828739485,navya.dani@outlook.com,"H.No. 367, Shan Street, Shahjahanpur-819720",Ujjain,Punjab,946242,India,7b7900dc-61e2-4852-8d8c-eeb8ea8dc64c,2023-06-11 19:22:48,Savings Account,54068.17,Cheque,Completed,20391.96,336,240387.32,6.76,2023-11-01 02:16:52,Email,Account Statement Request,Customer inquiring about their recent transactions and account balance.,34,66,Twitter,2023-11-08 03:53:05,Negative,71,25ee3f79-20a1-4c1e-969a-f0fa23270159,Helpful: Veritatis eaque odit dolorum molestiae.,2023-11-18 11:32:30,3,Excellent: Mollitia praesentium explicabo iusto doloremque.,Medium,Yes,Summer,Segment B,Helpful: Odio nisi ipsam maxime vero provident itaque maxime.,Satisfied: Atque recusandae sunt voluptates soluta rem.,Active,,navya_dani_26
c8335afb-b866-4097-9133-71752499934d,Bhamini,Barad,Male,1974-05-19,+911594909819,bhamini.barad@outlook.com,"995
Ahuja Chowk, Pali 439456",Kota,Nagaland,487255,India,31cfe370-5232-4acb-a0bb-9db738463963,2023-04-08 02:13:24,Savings Account,18325.23,Debit Card,Pending,30532.24,600,154991.93,8.95,2023-11-05 00:07:37,Email,Account Statement Request,Customer inquiring about their recent transactions and account balance.,24,35,Twitter,2023-11-18 11:19:37,Negative,5,6314b125-1ab2-4d63-a24e-2727f1f6234e,Helpful: Fuga veritatis aliquid distinctio saepe.,2023-11-21 00:11:48,3,Great: Dignissimos velit dignissimos dolor.,Low,No,Summer,Segment A,Helpful: Iste provident nemo commodi quas.,Excellent: Eos asperiores laudantium molestiae adipisci.,Churned,2023-02-24,bhamini_barad_57
99787f23-3301-4940-a179-a405372a7be9,Pranay,Halder,Female,1996-09-25,02018598176,pranay.halder@gmail.com,"00/239
Subramaniam Zila
Jaunpur-391860",Chinsurah,Kerala,592165,India,54e19f29-d46a-4bea-917d-f575be6487ab,2023-02-06 21:17:32,Fixed Deposit,21576.71,UPI,Cancelled,40026.34,662,140691.98,14.41,2023-11-08 09:58:31,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,34,28,Facebook,2023-11-01 00:56:54,Neutral,68,27acbe7f-fe39-48fb-842c-6f1147c91acd,Satisfied: Quaerat ab eaque eaque laudantium praesentium at eum.,2023-11-06 11:13:44,4,Satisfied: Minima eum ipsum explicabo ad accusamus libero repellat.,Medium,No,Fall,Segment C,Great: Aliquam quasi itaque explicabo ipsa alias ipsa aperiam.,Great: Architecto distinctio quidem deserunt autem ipsum.,Churned,2023-03-30,pranay_halder_89
7b75388b-5aa0-4d46-a3b6-6c4ea91adac4,Nishith,Mallick,Female,1983-10-07,07646992406,nishith.mallick@rediffmail.com.,"82/91, Kulkarni Chowk
Durgapur 364760",Pudukkottai,Arunachal Pradesh,802986,India,e9fedcaa-ad4f-4e91-94dd-81a96d05bf4f,2023-10-26 17:37:56,Personal Loan,59559.4,Internet Banking,Pending,1566.25,457,31368.55,11.2,2023-11-05 06:03:39,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,10,96,Instagram,2023-11-08 11:00:22,Negative,48,3fe1e5af-7af9-49cd-9678-2289a4a1161b,Excellent: Officia laudantium voluptate.,2023-11-12 20:57:14,1,Helpful: Distinctio recusandae error maiores modi rem possimus.,Low,No,Fall,Segment B,Excellent: Earum fugit repellat temporibus iusto.,Satisfied: Placeat harum nulla officiis dolor unde quaerat.,Churned,2023-01-23,nishith_mallick_41
c89ae372-3434-4c1e-93a0-203d9e64f82d,Rania,Saxena,Female,1957-11-29,6846587594,rania.saxena@yahoo.com,"158
Viswanathan Chowk, Buxar 833945",Bhilai,Gujarat,687588,India,24bc08bd-8668-4f02-bea3-e06038dd5481,2023-11-05 20:31:59,Savings Account,12731.29,Debit Card,Cancelled,44977.17,411,26811.49,7.33,2023-11-23 05:40:17,Email,Account Statement Request,Customer inquiring about their recent transactions and account balance.,4,72,Twitter,2023-11-12 09:47:11,Positive,80,330ad4e8-a449-490f-ba78-ba1ec2987d5b,Satisfied: At est quisquam quo similique.,2023-11-09 11:17:27,3,Helpful: Facilis aliquid odio nam.,High,Yes,Fall,Segment B,Excellent: Beatae distinctio reprehenderit quis fugit repellendus repudiandae.,Excellent: Dolores incidunt necessitatibus.,Active,,rania_saxena_48
f6c54cd5-13b3-4633-b3c9-85647c2c70b3,Pihu,Hayre,Female,1998-11-17,+915500676616,pihu.hayre@gmail.com,"460, Wable Circle
Medininagar-963230",Rampur,Haryana,138343,India,c340ec2e-d143-419a-9fda-efc6d4e01a39,2023-03-29 18:41:57,Credit Card,41233.35,Internet Banking,Pending,27384.66,664,259907.03,10.54,2023-11-22 02:23:19,Call,Home Loan Inquiry,Customer interested in getting information about home loan options.,41,156,Facebook,2023-11-10 16:39:10,Positive,59,29c6d8f7-ea6b-47f8-adbf-6dc12e91bfc5,Helpful: Deleniti quidem voluptate.,2023-11-12 21:26:54,4,Excellent: Repudiandae fuga perspiciatis error.,Medium,Yes,Summer,Segment C,Helpful: Numquam dicta distinctio quia repudiandae.,Helpful: Voluptatem iure iste facere ex culpa vel.,Active,,pihu_hayre_75
21fd3b2b-ab25-41bb-a92f-fa7743523d02,Misha,Bedi,Female,1971-10-13,2273452284,misha.bedi@yahoo.com,"75, Master
Firozabad 107319",Aurangabad,Gujarat,048333,India,e2d557be-74e6-4cf4-8033-832eaaf55336,2023-04-23 01:57:43,Credit Card,35405.99,Internet Banking,Completed,44545.69,821,311080.98,7.81,2023-11-07 04:48:46,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,5,24,Facebook,2023-11-21 23:39:33,Positive,39,101ce79d-6e16-4acf-b5e0-242e5438f166,Excellent: Delectus quis a saepe debitis placeat.,2023-11-21 23:39:07,1,Excellent: Ab quam doloremque veritatis explicabo.,Low,Yes,Summer,Segment C,Satisfied: Asperiores quam officiis.,Satisfied: Perferendis libero assumenda autem repellat vel.,Churned,2023-06-08,misha_bedi_80
efd38b10-3b15-48bf-94cc-8bd90f1e9fc8,Shaan,Ghose,Female,1991-03-06,+912694068924,shaan.ghose@rediffmail.com.,"H.No. 32
Varghese Nagar, Sri Ganganagar 432246",Morena,Mizoram,983470,India,fc3e828a-1daf-4375-b10e-58b44002afe6,2023-10-20 17:26:51,Savings Account,13217.35,Debit Card,Pending,29069.95,550,431147.26,14.7,2023-11-07 17:09:06,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,5,73,Twitter,2023-11-12 13:10:09,Negative,20,d43b3231-2f34-4ce2-acc1-85c389d983e2,Excellent: Voluptates quam dolore quidem iusto molestias quas.,2023-11-08 16:42:18,1,Great: Tempore facere unde excepturi non excepturi.,Low,Yes,Winter,Segment B,Satisfied: Laboriosam veritatis fuga consectetur dolorum quia hic.,Excellent: Dignissimos inventore alias incidunt distinctio.,Churned,2023-04-29,shaan_ghose_41
765e904f-82ae-46f1-8214-dd1c672f5203,Devansh,Sangha,Male,1996-01-22,+917284491663,devansh.sangha@yahoo.com,"38/21
Ramanathan Chowk, Asansol 270561",Katni,Goa,376567,India,9ea74f44-6340-4dba-9c7b-10c5a477c8c8,2023-09-26 12:32:13,Fixed Deposit,6525.44,UPI,Completed,42957.81,792,72224.4,13.52,2023-11-18 01:45:10,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,24,15,Twitter,2023-11-07 18:15:29,Positive,54,696d4c5b-8c85-4c8a-8bcf-83cf01c81163,Excellent: Officiis rerum ab vero aut.,2023-11-19 05:09:31,2,Great: Necessitatibus sint dolorum excepturi sequi officia reprehenderit.,Medium,No,Winter,Segment C,Satisfied: Cumque vitae nobis ad ad.,Satisfied: Nihil quis dolorem nostrum nostrum.,Churned,2023-07-01,devansh_sangha_55
dac28ec4-073f-4fe2-a715-4b7699a70144,Sumer,Gara,Male,2003-03-18,08636190412,sumer.gara@icloud.com,"78
Johal Path
Anantapur 369881",Kurnool,Rajasthan,945048,India,086fef83-fb05-40ac-8058-e0d971f8d8a0,2023-10-28 16:45:51,Personal Loan,21058.89,Debit Card,Pending,10313.79,533,82107.19,7.41,2023-11-07 18:51:56,Call,Home Loan Inquiry,Customer interested in getting information about home loan options.,25,59,Instagram,2023-11-20 11:47:07,Positive,75,0327dea2-8feb-4eff-9c5d-c7027b1fe6f5,Excellent: Eum fugit placeat.,2023-11-21 20:03:23,1,Satisfied: Cum ut tempore iste harum.,Medium,Yes,Summer,Segment B,Satisfied: Modi id asperiores neque et maiores.,Excellent: Nobis non magnam sed quaerat.,Active,,sumer_gara_69
9946bdbd-5e12-42f3-a86a-3b7298d264e7,Kashvi,Tiwari,Female,1976-01-06,+914290897663,kashvi.tiwari@gmail.com,"H.No. 106
Varty Nagar
Pudukkottai 454061",Karnal,Haryana,211176,India,8d36adae-b8fe-4c97-85df-b83444f00c47,2023-02-03 03:52:47,Fixed Deposit,7280.33,UPI,Pending,12581.6,391,403460.62,14.69,2023-11-15 04:01:50,Call,Home Loan Inquiry,Customer interested in getting information about home loan options.,10,100,Facebook,2023-11-16 04:42:09,Positive,2,78330edb-b092-4e60-8aa6-9be9d1646fcc,Excellent: Provident fugiat culpa laudantium perspiciatis cumque molestias dolore.,2023-11-23 04:45:38,3,Excellent: Recusandae est quas animi error.,Low,Yes,Fall,Segment B,Excellent: Corrupti omnis incidunt itaque reprehenderit consectetur accusamus.,Excellent: Culpa cupiditate magni doloribus expedita.,Active,,kashvi_tiwari_48
4babd739-7441-4a59-b73d-409a660b04ba,Aarush,Krishnamurthy,Male,1964-12-18,9470160976,aarush.krishnamurthy@yahoo.com,"H.No. 55
Ratta Chowk, Ambattur 049517",Jamshedpur,Punjab,402446,India,9960024c-80fd-4d5b-84de-7ffa0793483a,2023-06-06 10:39:36,Savings Account,92103.93,Debit Card,Completed,16151.14,571,410406.88,7.94,2023-11-21 16:49:11,Call,Home Loan Inquiry,Customer interested in getting information about home loan options.,32,128,Instagram,2023-11-02 01:01:23,Positive,6,e0cfbeb3-d179-4024-8c91-bf4ac6eac925,Helpful: Magni harum consequatur quasi repellat unde adipisci.,2023-11-07 17:29:28,3,Satisfied: Repellat beatae provident sed nihil provident impedit adipisci.,High,Yes,Winter,Segment B,Satisfied: Fuga minus rem.,Great: Consectetur deleniti exercitationem aliquid error.,Active,,aarush_krishnamurthy_62
247fcdcb-f50c-4b55-8e74-0009c633fe84,Samaira,Handa,Male,1963-10-05,4430610869,samaira.handa@rediffmail.com.,"024
Luthra Nagar
Chandrapur-403841",Jorhat,Tripura,075796,India,1892faca-a0d9-4804-8cbf-32f64b032133,2023-05-26 16:51:03,Fixed Deposit,47921.89,UPI,Completed,33196.23,322,350606.67,8.22,2023-11-05 16:04:32,Call,Home Loan Inquiry,Customer interested in getting information about home loan options.,8,158,Instagram,2023-11-14 02:38:11,Negative,13,93436534-d3a9-404b-90a3-5ae085f6f35f,Great: Ipsam repudiandae nemo veniam illum totam saepe.,2023-11-20 19:36:33,1,Helpful: Quibusdam necessitatibus aliquam iure delectus culpa iusto.,Medium,Yes,Spring,Segment C,Excellent: Vero sint consectetur neque voluptas quibusdam sint.,Helpful: Sit dolorem animi.,Churned,2023-03-21,samaira_handa_45
547845a2-7028-4f22-8354-6bb91c6955f1,Kanav,Samra,Female,1970-05-09,1678026529,kanav.samra@outlook.com,"00, Sani Road
Hubli–Dharwad 831031",Navi Mumbai,Madhya Pradesh,256362,India,25ca2cc4-02c0-462e-aeed-13c4c791e9ee,2023-06-14 14:33:22,Personal Loan,19792.37,Debit Card,Pending,24786.58,589,32306.4,6.91,2023-11-13 11:50:57,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,20,96,Twitter,2023-11-17 14:02:44,Positive,60,9d2c64f8-af2b-4d1f-a99c-db0c3a7a946c,Great: Quos voluptatem consectetur.,2023-11-10 04:59:43,4,Satisfied: Cum possimus debitis.,Low,No,Summer,Segment A,Helpful: Quidem quos inventore quod.,Great: Iure labore voluptas sunt alias maiores accusantium corporis.,Churned,2023-05-24,kanav_samra_31
3ad25bd0-d229-4d00-bee5-22fb321221d6,Nishith,Thakur,Female,1987-01-12,+915084780364,nishith.thakur@outlook.com,"92, Baral Marg
Guwahati-218060",Vasai-Virar,Tripura,317657,India,edbf6468-c327-4a8a-907a-26e85d630e04,2023-03-08 05:41:50,Personal Loan,12697.48,Internet Banking,Cancelled,43224.6,800,375406.53,8.93,2023-11-02 07:26:05,Email,Account Statement Request,Customer inquiring about their recent transactions and account balance.,32,59,Instagram,2023-11-03 02:50:15,Negative,36,14f92c5a-dcf6-44a2-aaf9-e3be54d89017,Excellent: Minus dolorum vitae officiis nam.,2023-11-16 22:58:37,3,Excellent: Quos asperiores quaerat odit corrupti distinctio.,High,Yes,Winter,Segment A,Great: Dolorum harum eum dolore natus ea.,Great: Voluptatem placeat amet perferendis sit nemo perferendis asperiores.,Churned,2023-10-06,nishith_thakur_43
a0645c7e-c4d8-4e9a-8593-a434bf2bf6a8,Darshit,Verma,Female,1976-09-21,2095212257,darshit.verma@yahoo.com,"07/305
Basu Street
Bihar Sharif 646400",Thanjavur,Assam,322052,India,b997e6f0-13dd-4208-831b-22a3f9a3f446,2023-05-27 19:24:46,Credit Card,75376.31,Debit Card,Completed,24590.45,372,286998.43,11.6,2023-11-08 00:26:37,Email,Account Statement Request,Customer inquiring about their recent transactions and account balance.,7,132,Twitter,2023-11-15 20:10:12,Positive,57,44c85d41-e4d1-4a17-8a45-dd9b65631d4d,Excellent: Maiores ipsam nisi amet.,2023-11-02 00:35:50,5,Great: Ipsa unde vitae qui reiciendis.,Medium,No,Summer,Segment A,Excellent: Nulla ea vero autem fugiat.,Great: Totam quos repudiandae officia ut ipsam.,Churned,2023-07-28,darshit_verma_17
e60e88da-ddac-4f0d-9a2a-8e765a759706,Nitya,Agarwal,Female,1962-04-14,+910468581570,nitya.agarwal@gmail.com,"394, Jhaveri Circle, Kumbakonam 292384",Agra,Arunachal Pradesh,146336,India,79fde833-f6f6-4ca9-93e4-bb0696acd6ff,2023-06-30 16:56:36,Savings Account,36740.17,Cheque,Cancelled,35235.76,363,228434.38,8.84,2023-11-02 05:02:02,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,22,45,Twitter,2023-11-01 23:16:19,Positive,16,3f70f912-2d50-4b2c-b377-200fddd6e067,Great: Architecto doloribus iure delectus consectetur quas magnam.,2023-11-03 09:19:33,5,Excellent: A repellat consectetur delectus velit maxime.,Low,No,Spring,Segment C,Excellent: Ipsam quae corrupti commodi nihil occaecati.,Great: Quo itaque ipsum at quia modi rerum numquam.,Churned,2023-10-30,nitya_agarwal_81
f8cfc318-8490-45ad-854d-22d55f27198e,Raghav,Keer,Male,1959-05-01,+911700612758,raghav.keer@yahoo.com,"H.No. 63
Konda Street
Kochi 087781",Karnal,Karnataka,771346,India,8ad33e3e-ee19-4470-a260-9e3b23dad133,2023-10-26 16:55:54,Savings Account,40459.48,Debit Card,Completed,18298.37,622,422141.92,5.28,2023-11-15 02:36:45,Chat,Online Banking Help,Customer needing assistance with online banking login issues.,43,165,Facebook,2023-11-17 03:00:52,Neutral,96,5e7511d4-0398-4392-aac8-29c29a1c3adb,Helpful: Architecto tenetur vero nobis.,2023-11-07 14:22:07,4,Great: Nemo dicta est autem sit magni sapiente nam.,High,Yes,Fall,Segment B,Excellent: Enim id debitis minus.,Helpful: Fugit dolore ea nobis facilis.,Active,,raghav_keer_17
6fb467a7-046d-4182-a822-e4128e610221,Madhav,Sibal,Male,1971-06-19,+911412194041,madhav.sibal@yahoo.com,"H.No. 88
Dora Street
Loni-365975",Kurnool,Meghalaya,362169,India,197850fd-d24a-409a-9d4f-3b5981198612,2023-10-21 09:41:05,Personal Loan,8637.78,Debit Card,Cancelled,11614.85,460,33026.36,13.04,2023-11-14 08:09:09,Call,Home Loan Inquiry,Customer interested in getting information about home loan options.,9,67,Twitter,2023-11-23 11:16:09,Negative,31,1a333cdd-e9e4-44fa-9350-994b96ce61d0,Excellent: Totam odit harum quod sed optio.,2023-11-21 01:33:26,5,Satisfied: Quam accusantium sunt iste adipisci labore at.,Low,Yes,Summer,Segment A,Great: Laboriosam deleniti facilis dolor nostrum doloribus.,Helpful: Autem veniam non maiores.,Active,,madhav_sibal_78
caf231a3-a437-44e0-bc51-2fcfd664f66b,Pranay,Lata,Female,1963-02-23,9982487095,pranay.lata@rediffmail.com.,"H.No. 015
Bhatia, Khandwa 648736",Kolhapur,Manipur,119968,India,45c629f0-db08-4cda-af2c-e432d7211bd3,2023-05-18 10:32:08,Fixed Deposit,43957.13,UPI,Completed,40067.95,352,461544.68,6.09,2023-11-04 10:13:14,Call,Home Loan Inquiry,Customer interested in getting information about home loan options.,17,143,Instagram,2023-11-20 10:50:00,Positive,57,b66b172f-232d-407e-a040-1dd6ae65a3e4,Great: Veniam labore expedita voluptatum sapiente quod eius.,2023-11-20 07:47:26,2,Great: Possimus aliquid omnis itaque impedit porro cumque eos.,High,No,Winter,Segment B,Helpful: Delectus soluta esse nesciunt.,Excellent: Odio neque nesciunt quos velit.,Active,,pranay_lata_66
